,STATE,CountyNo,BelowUni,AboveUni
601,KY,209,36.881869316101074,63.11812973022461
602,MN,3,33.766722679138184,66.23327827453613
603,SD,127,35.14865303039551,64.85134887695312
604,WI,9,37.41940689086914,62.58059310913086
605,ID,85,33.060519218444824,66.93947982788086
606,RI,7,44.3431978225708,55.656803131103516
607,AZ,0,35.903568267822266,64.09643173217773
608,TX,159,34.39816665649414,65.60183143615723
609,PA,129,41.05362796783447,58.946372985839844
610,VA,775,36.826589584350586,63.173410415649414
611,MS,121,35.97009563446045,64.02990531921387
612,WY,21,31.356709480285645,68.64329147338867
613,MS,49,35.63214683532715,64.36785507202148
614,FL,81,40.46796131134033,59.53203773498535
615,MN,137,31.464017868041992,68.53598213195801
616,ND,97,32.5729923248291,67.42700576782227
617,IN,43,39.337647438049316,60.662353515625
618,NC,115,43.36986541748047,56.63013458251953
619,FL,131,39.56399440765381,60.43600654602051
620,VA,710,36.6845121383667,63.315486907958984
621,WI,87,36.8544979095459,63.145503997802734
622,MD,17,37.52735710144043,62.47264289855957
623,AK,0,35.301880836486816,64.69811820983887
624,MI,0,37.23502254486084,62.76497840881348
625,VA,79,41.87896919250488,58.12103080749512
626,MO,0,39.959662437438965,60.04033660888672
627,MN,7,35.524489879608154,64.47551155090332
628,TX,243,34.67790508270264,65.32209396362305
629,MO,161,40.471229553222656,59.52876853942871
630,WI,15,36.98912191390991,63.01087760925293
631,WI,93,35.93152952194214,64.0684700012207
632,OH,133,44.45439863204956,55.545602798461914
633,NY,31,41.388309478759766,58.611690521240234
634,MN,149,37.30455446243286,62.6954460144043
635,IL,147,39.442091941833496,60.55790710449219
636,MD,47,38.589316844940186,61.41068458557129
637,AK,150,37.56459140777588,62.43540573120117
638,IA,191,38.26218366622925,61.737815856933594
639,SC,43,37.96923828125,62.03076171875
640,NC,97,37.2285041809082,62.7714958190918
641,UT,25,33.41071319580078,66.58928489685059
642,WI,33,38.67324924468994,61.32674980163574
643,GA,127,38.27073669433594,61.72926330566406
644,ID,37,34.59424591064453,65.4057559967041
645,NE,149,34.40643930435181,65.59356117248535
646,VA,800,35.74536609649658,64.2546329498291
647,AL,109,46.0279655456543,53.9720344543457
648,NH,19,45.443264961242676,54.55673408508301
649,MI,9,37.85246419906616,62.14753723144531
650,MI,73,39.82810068130493,60.171897888183594
651,NJ,31,49.22780895233154,50.77219009399414
652,HI,1,37.35792112350464,62.6420783996582
653,NM,13,40.942413330078125,59.05758476257324
654,KS,151,33.13472270965576,66.86527633666992
655,KS,37,37.828654289245605,62.17134666442871
656,WI,127,38.99048614501953,61.00951385498047
657,NC,19,37.06098747253418,62.93901252746582
658,MO,101,37.45502758026123,62.544973373413086
659,IA,167,37.43993854522705,62.56006050109863
660,OK,151,41.50533676147461,58.49466133117676
661,KS,199,36.928701400756836,63.0713005065918
662,TN,125,33.83791637420654,66.16208267211914
663,NE,25,34.21861934661865,65.78137969970703
664,DE,5,41.784687995910645,58.21531105041504
665,NE,71,32.20451545715332,67.79548645019531
666,IN,13,39.66776657104492,60.332231521606445
667,ME,11,40.124539852142334,59.87546157836914
668,IA,0,38.281429290771484,61.71857261657715
669,SD,0,38.002978801727295,61.99702262878418
670,PR,21,42.10663604736328,57.89336395263672
671,TX,221,38.52972412109375,61.47027587890625
672,OK,83,39.601755142211914,60.39824295043945
673,SD,75,44.96855330467224,55.03144645690918
674,KY,113,42.681169509887695,57.318830490112305
675,IA,13,38.08881378173828,61.91118621826172
676,UT,53,28.665460109710693,71.33453941345215
677,MA,5,44.10883712768555,55.891164779663086
678,MI,45,32.17491388320923,67.8250846862793
679,CO,83,40.295077323913574,59.70492362976074
680,NE,73,33.905853271484375,66.09414672851562
681,AK,63,28.382415294647217,71.61758422851562
682,VA,115,35.99706745147705,64.00293350219727
683,ND,101,36.43892431259155,63.56107711791992
684,MT,15,42.80321931838989,57.19677925109863
685,IL,163,36.112436294555664,63.887563705444336
686,SC,0,40.54960536956787,59.45039367675781
687,OH,45,39.664286613464355,60.33571243286133
688,WI,139,39.53669261932373,60.46330642700195
689,NC,141,38.74575233459473,61.25424766540527
690,IN,3,38.72147274017334,61.278526306152344
691,VA,820,46.1744270324707,53.825571060180664
692,OH,0,42.02937412261963,57.97062683105469
693,TX,425,42.84121799468994,57.15878486633301
694,UT,21,29.717881202697754,70.28211975097656
695,OH,25,42.24581432342529,57.75418663024902
696,WA,9,33.936213970184326,66.06378746032715
697,KS,113,35.75169372558594,64.24830436706543
698,OK,147,43.303951263427734,56.6960506439209
699,OR,29,34.77300834655762,65.22699165344238
700,OK,123,42.64510631561279,57.35489273071289
701,NY,7,40.75543212890625,59.24456787109375
702,NJ,1,44.42234420776367,55.57765769958496
703,WY,35,35.3280143737793,64.6719856262207
704,PA,49,46.27477550506592,53.7252254486084
705,PR,113,52.9276008605957,47.0723991394043
706,MO,89,46.75622081756592,53.2437801361084
707,PA,69,45.24840545654297,54.751596450805664
708,ID,0,35.439659118652344,64.56034088134766
709,IN,127,40.81006145477295,59.18993949890137
710,WA,71,32.890530586242676,67.10947036743164
711,TN,165,40.00417995452881,59.99582099914551
712,SD,49,35.533294677734375,64.46670722961426
713,ME,19,40.549898624420166,59.45010185241699
714,PA,71,49.1839714050293,50.816030502319336
715,SD,117,40.97345018386841,59.02654838562012
716,NC,31,33.22831153869629,66.77169036865234
717,HI,7,38.50767707824707,61.49232292175293
718,SC,57,41.25744438171387,58.74255561828613
719,MN,131,40.150532722473145,59.84946823120117
720,FL,71,41.9030704498291,58.0969295501709
721,TX,29,40.68024826049805,59.31974983215332
722,NC,99,40.095619201660156,59.90438270568848
723,ID,15,36.041285037994385,63.95871353149414
724,MT,81,37.62723350524902,62.372764587402344
725,GA,241,44.315473556518555,55.684526443481445
726,MN,57,35.709697246551514,64.2903003692627
727,OK,17,38.3594446182251,61.640554428100586
728,LA,89,42.554330825805664,57.445669174194336
729,OH,113,37.25419807434082,62.74580001831055
730,CA,7,32.870290756225586,67.12971115112305
731,HI,9,38.86470890045166,61.135292053222656
732,AL,1,42.66508102416992,57.33491897583008
733,OH,85,38.84748888015747,61.152509689331055
734,SD,21,41.55374813079834,58.446250915527344
735,ND,91,27.941175937652588,72.05882263183594
736,MT,103,41.1992244720459,58.80077362060547
737,SC,35,37.12739276885986,62.87260818481445
738,KS,115,38.06143665313721,61.93856239318848
739,KS,157,34.96105432510376,65.03894424438477
740,TX,265,38.93665409088135,61.0633487701416
741,WY,0,34.973867893218994,65.02613067626953
742,TX,31,35.91209697723389,64.0879020690918
743,TN,0,43.60102558135986,56.39897346496582
744,GA,97,42.15825080871582,57.84174919128418
745,NM,0,39.652496337890625,60.347503662109375
746,TX,477,43.48213195800781,56.51786804199219
747,NE,57,35.92677402496338,64.07322692871094
748,IA,157,44.7623028755188,55.23769760131836
749,GA,151,39.52604389190674,60.473955154418945
750,NE,127,38.876747131347656,61.12325096130371
751,VA,700,36.619646072387695,63.380353927612305
752,VA,93,40.8299560546875,59.1700439453125
753,TX,187,41.84879398345947,58.15120506286621
754,MD,45,45.391669273376465,54.60832977294922
755,MN,75,35.67345952987671,64.32654190063477
756,KY,211,41.67095375061035,58.32904624938965
757,TX,65,35.67961072921753,64.32038879394531
758,ND,69,37.58962154388428,62.410377502441406
759,KS,185,35.13609027862549,64.86391067504883
760,NC,87,37.78378677368164,62.21621131896973
761,MN,145,36.31147480010986,63.68852424621582
762,SC,3,42.76583385467529,57.23416519165039
763,WI,59,39.115050315856934,60.88494873046875
764,IL,119,36.15248107910156,63.84752082824707
765,MO,169,35.53884792327881,64.46115112304688
766,WI,125,36.58960580825806,63.41039276123047
767,MT,17,35.17642688751221,64.82357406616211
768,OR,41,32.63770580291748,67.3622932434082
769,MS,35,37.42803478240967,62.57196617126465
770,ND,21,34.20891761779785,65.79108238220215
771,NE,155,35.73871469497681,64.26128768920898
772,WA,53,34.70273399353027,65.29726600646973
773,AK,100,36.25977277755737,63.740230560302734
774,PR,97,55.03404426574707,44.96595573425293
775,AR,125,39.679707527160645,60.320295333862305
776,KS,27,41.84782552719116,58.15217399597168
777,GA,31,40.43573570251465,59.56426429748535
778,PR,135,42.86790466308594,57.13209533691406
779,MT,79,40.23391819000244,59.76608085632324
780,CO,123,39.79455757141113,60.205440521240234
781,VA,163,45.78341579437256,54.216583251953125
782,LA,5,40.181885719299316,59.818115234375
783,PR,53,52.0907039642334,47.90929412841797
784,LA,51,43.86830425262451,56.131696701049805
785,OH,63,42.94757270812988,57.052425384521484
786,OH,89,41.647335052490234,58.352664947509766
787,MI,21,38.03097724914551,61.969024658203125
788,MT,93,41.10203313827515,58.89796829223633
789,NY,51,40.599595069885254,59.40040397644043
790,ND,39,36.3317756652832,63.66822624206543
791,GA,215,38.31599235534668,61.68400573730469
792,OK,21,43.79635429382324,56.20364761352539
793,MA,13,44.254560470581055,55.745439529418945
794,TX,329,41.97587490081787,58.024126052856445
795,WA,57,34.989219665527344,65.01077842712402
796,MN,39,37.100754261016846,62.89924430847168
797,NE,175,37.43206548690796,62.56793403625488
798,CO,77,37.736327171325684,62.263671875
799,NE,185,32.464582443237305,67.5354175567627
800,SC,73,42.997525215148926,57.00247383117676
801,MO,147,44.74445676803589,55.255544662475586
802,OR,71,34.699259757995605,65.30073928833008
803,MT,13,39.02950954437256,60.970489501953125
804,ND,59,35.75041389465332,64.24958801269531
805,MN,119,37.3489990234375,62.6510009765625
806,FL,113,35.66061782836914,64.33938217163086
807,TN,105,43.58095932006836,56.41903877258301
808,KS,169,37.632981300354004,62.36701965332031
809,GA,247,40.71812438964844,59.28187561035156
810,IA,75,36.569241523742676,63.43075942993164
811,MT,27,36.84403657913208,63.155961990356445
812,FL,33,36.48138999938965,63.51861000061035
813,MT,7,31.4823317527771,68.51766967773438
814,MN,41,35.04185199737549,64.9581470489502
815,IN,0,43.85897922515869,56.14101982116699
816,GA,177,37.17239999771118,62.82760047912598
817,WV,11,44.43430233001709,55.56569862365723
818,KS,17,35.38123941421509,64.61875915527344
819,AR,31,44.21805477142334,55.781944274902344
820,PA,103,41.37872934341431,58.62126922607422
821,CA,95,34.9249267578125,65.0750732421875
822,VA,165,50.57156276702881,49.42843818664551
823,TX,423,36.41580677032471,63.58419227600098
824,NC,43,39.684367179870605,60.31563186645508
825,MO,37,39.60494327545166,60.395057678222656
826,ID,5,34.818745136260986,65.18125534057617
827,GA,53,36.71041917800903,63.28958320617676
828,CA,43,31.661396980285645,68.33860397338867
829,IN,163,41.2483549118042,58.75164604187012
830,PR,65,48.45257377624512,51.54742622375488
831,NY,23,40.486762046813965,59.51323890686035
832,MS,81,41.171810150146484,58.828189849853516
833,VA,23,40.76038646697998,59.23961639404297
834,OR,63,35.9205436706543,64.0794563293457
835,KS,131,43.23835515975952,56.76164627075195
836,VA,119,42.47883987426758,57.52116012573242
837,KS,111,43.31542682647705,56.68457221984863
838,ND,53,39.93498706817627,60.06501579284668
839,VA,69,43.48467445373535,56.515323638916016
840,TX,441,41.05251884460449,58.94748115539551
841,TX,359,39.245585441589355,60.75441360473633
842,SC,77,42.394667625427246,57.60533142089844
843,MN,147,39.151554107666016,60.84844779968262
844,TX,53,41.990262031555176,58.00973701477051
845,TX,327,46.16766548156738,53.83233451843262
846,TX,367,39.092631340026855,60.907365798950195
847,SD,135,41.76529788970947,58.234703063964844
848,VA,650,37.75585651397705,62.24414253234863
849,WI,55,40.4789719581604,59.52103042602539
850,NE,165,32.07990646362305,67.92009544372559
851,MT,41,37.99199199676514,62.00801086425781
852,PR,0,50.54420471191406,49.45579528808594
853,OH,95,39.78597068786621,60.21403121948242
854,KS,71,39.72222137451172,60.27777671813965
855,NE,7,26.666666746139526,73.33333396911621
856,NY,65,41.786211013793945,58.213788986206055
857,ID,17,37.85212326049805,62.14787673950195
858,OK,25,48.797922134399414,51.20207977294922
859,NY,53,42.07361364364624,57.92638397216797
860,ID,55,32.86656093597412,67.13343811035156
861,VA,570,39.173391342163086,60.826608657836914
862,GA,207,47.06892967224121,52.93107223510742
863,MO,3,43.74999952316284,56.25
864,NY,105,45.356842041015625,54.643157958984375
865,NE,135,35.0954475402832,64.9045524597168
866,IA,53,48.045501708984375,51.954498291015625
867,VT,11,46.47524166107178,53.52475929260254
868,SD,15,44.064900398254395,55.93509864807129
869,MT,69,39.43661844730377,60.56337928771973
870,KS,127,43.049766540527344,56.950233459472656
871,OK,139,52.004201889038086,47.995798110961914
872,NE,99,34.09858274459839,65.90141677856445
873,TN,141,49.39598751068115,50.60401153564453
874,IL,85,42.369192123413086,57.63080978393555
875,WA,7,41.84960746765137,58.15039253234863
876,OK,39,42.035706520080566,57.96429443359375
877,WV,39,47.326242446899414,52.67375564575195
878,CA,27,40.3544807434082,59.64552116394043
879,MN,83,38.0341100692749,61.96588897705078
880,WI,85,37.48439168930054,62.51560974121094
881,ND,71,35.09646224975586,64.90353965759277
882,WV,79,44.31406879425049,55.685930252075195
883,MN,69,42.852492809295654,57.14750862121582
884,ME,7,45.10290479660034,54.89709663391113
885,AZ,25,34.32767677307129,65.67232322692871
886,MT,95,40.33933067321777,59.66067123413086
887,KS,65,41.534990310668945,58.465009689331055
888,PR,137,45.913291931152344,54.08670616149902
889,SD,125,39.341421127319336,60.658578872680664
890,CA,53,47.05399513244629,52.94600486755371
891,WI,73,41.52499294281006,58.47500801086426
892,MT,59,45.55393743515015,54.44606399536133
893,AL,0,43.45952129364014,56.54047775268555
894,PR,35,53.803131103515625,46.196868896484375
895,GA,185,44.371015548706055,55.628984451293945
896,ND,7,45.99686145782471,54.00313949584961
897,SD,115,42.22172689437866,57.77827453613281
898,MN,49,39.273457050323486,60.72654342651367
899,MN,35,35.27182722091675,64.72817420959473
900,ND,63,36.78474187850952,63.21525955200195
901,FL,19,37.60958480834961,62.39041709899902
902,OK,0,42.56455612182617,57.43544387817383
903,VA,131,49.09837818145752,50.90161895751953
904,CO,33,41.42312717437744,58.576873779296875
905,SD,93,34.9954571723938,65.00454139709473
906,NY,107,44.107481956481934,55.89251899719238
907,IL,29,40.153358459472656,59.84663963317871
908,KS,123,34.68236446380615,65.31763458251953
909,WA,59,38.396531105041504,61.60346984863281
910,SD,35,41.255473136901855,58.74452781677246
911,IA,129,39.298378467559814,60.70162010192871
912,KS,23,36.914164543151855,63.08583450317383
913,MS,45,37.74965286254883,62.25035095214844
914,IL,179,38.71773290634155,61.28226661682129
915,CO,105,42.130531311035156,57.869468688964844
916,TN,113,45.88655376434326,54.11344528198242
917,MI,99,39.0245246887207,60.97547721862793
918,IN,159,49.08320331573486,50.91679573059082
919,PA,11,49.07658576965332,50.92341423034668
920,ND,87,37.823835372924805,62.176164627075195
921,MN,111,35.13137435913086,64.86862754821777
922,TX,299,40.33358669281006,59.666412353515625
923,SD,45,40.554922103881836,59.44507598876953
924,AK,60,36.18538284301758,63.81461715698242
925,KY,205,47.02893543243408,52.971065521240234
926,KY,21,45.704057693481445,54.295942306518555
927,VA,97,45.40059471130371,54.59940719604492
928,SD,91,38.12154769897461,61.87845039367676
929,PR,23,54.1429386138916,45.8570613861084
930,PA,89,45.15228271484375,54.84771537780762
931,AL,51,44.44581699371338,55.554182052612305
932,UT,1,35.64970397949219,64.35029602050781
933,AK,122,38.2767333984375,61.72326850891113
934,WI,31,34.93616437911987,65.06383514404297
935,KS,105,32.87606334686279,67.12393569946289
936,WI,101,40.4011926651001,59.598806381225586
937,PR,75,54.743642807006836,45.256357192993164
938,WI,117,41.49859428405762,58.50140571594238
939,TX,11,32.660688400268555,67.33931350708008
940,IN,29,47.4898681640625,52.5101318359375
941,VA,137,46.583683013916016,53.416316986083984
942,MN,5,36.44569253921509,63.55430603027344
943,WA,23,32.082111835479736,67.91789054870605
944,MN,141,34.420105934143066,65.57989501953125
945,WY,15,36.14419174194336,63.85581016540527
946,NM,17,40.918883323669434,59.08111572265625
947,NC,51,34.8575382232666,65.14245986938477
948,NY,63,40.7982759475708,59.20172309875488
949,FL,35,41.08720111846924,58.91280174255371
950,ND,105,38.843374252319336,61.15662384033203
951,NE,1,36.13902759552002,63.86097526550293
952,IL,199,37.440054416656494,62.5599479675293
953,KY,145,40.009987354278564,59.990013122558594
954,MI,137,38.74119567871094,61.25880241394043
955,NE,137,34.802114486694336,65.19788551330566
956,VA,685,49.528093338012695,50.471906661987305
957,AZ,3,35.29664707183838,64.7033519744873
958,PA,7,42.678874015808105,57.32112693786621
959,IN,37,48.28732872009277,51.71267318725586
960,AK,195,44.4623441696167,55.53765678405762
961,CO,21,43.23111534118652,56.76888656616211
962,NE,103,35.032894134521484,64.96710395812988
963,CO,95,42.5820255279541,57.4179744720459
964,AK,130,36.82146453857422,63.17853546142578
965,NV,0,41.01102161407471,58.98897933959961
966,VA,147,48.96907329559326,51.030927658081055
967,TX,173,53.475934982299805,46.524065017700195
968,NE,33,36.75136041641235,63.24863815307617
969,PA,119,53.1503791809082,46.849618911743164
970,MT,99,39.966394901275635,60.03360557556152
971,IA,15,38.313498973846436,61.68650245666504
972,LA,15,37.83847999572754,62.16152000427246
973,IL,63,38.167781829833984,61.83221626281738
974,NE,131,41.72410774230957,58.27589416503906
975,WA,43,34.20950984954834,65.79049110412598
976,MS,11,43.73494529724121,56.26505470275879
977,SC,15,41.086299896240234,58.9137020111084
978,UT,17,36.969000816345215,63.03099822998047
979,OK,87,41.79327964782715,58.206722259521484
980,NC,1,40.43941879272461,59.56058120727539
981,TX,27,34.79874134063721,65.20125961303711
982,OH,93,40.76181221008301,59.23818778991699
983,GA,21,44.61626052856445,55.38373947143555
984,MT,91,43.28112030029297,56.7188777923584
985,IA,121,38.37062454223633,61.629377365112305
986,SD,101,39.015578269958496,60.98442077636719
987,WA,13,31.10818862915039,68.89181137084961
988,TX,139,40.805009841918945,59.194990158081055
989,MD,15,45.18461322784424,54.815385818481445
990,WI,49,38.797913551330566,61.20208740234375
991,ND,31,33.52198505401611,66.47801399230957
992,NC,53,40.43460464477539,59.56539726257324
993,MI,163,42.06442928314209,57.93557167053223
994,IL,1,42.207056522369385,57.79294204711914
995,PA,133,48.85162353515625,51.14837646484375
996,AR,19,43.61669445037842,56.383304595947266
997,ID,51,33.566765785217285,66.43323516845703
998,NV,3,42.04173946380615,57.958261489868164
999,CO,1,44.25965118408203,55.74034881591797
1000,VA,109,45.39822006225586,54.60177993774414
1001,VA,47,43.988853454589844,56.011146545410156
1002,NM,27,42.72372817993164,57.27626991271973
1003,KS,193,29.674065113067627,70.3259334564209
1004,ND,45,41.178439140319824,58.82156181335449
1005,UT,57,37.703742027282715,62.2962589263916
1006,NE,183,31.05802059173584,68.94197845458984
1007,AL,77,46.270029067993164,53.729970932006836
1008,LA,73,46.75537872314453,53.24462127685547
1009,ND,9,34.393192768096924,65.6068058013916
1010,MN,21,38.93632936477661,61.06367301940918
1011,TX,309,42.23856163024902,57.76143836975098
1012,KY,0,45.47181034088135,54.528188705444336
1013,TX,451,42.680606842041016,57.319393157958984
1014,OR,1,38.174099922180176,61.825897216796875
1015,PA,63,50.72377872467041,49.27622032165527
1016,NC,49,36.89595603942871,63.10404396057129
1017,AL,83,44.0653772354126,55.934621810913086
1018,OH,43,42.97415637969971,57.02584457397461
1019,MT,21,36.29606580734253,63.70393371582031
1020,PR,133,57.20794105529785,42.792057037353516
1021,IN,167,42.910271644592285,57.0897274017334
1022,IN,35,44.09430980682373,55.90568923950195
1023,WI,113,40.80561971664429,59.19438171386719
1024,LA,0,47.412726402282715,52.5872745513916
1025,MS,33,39.06546497344971,60.93453407287598
1026,KS,171,44.285715103149414,55.71428680419922
1027,SC,83,43.5339937210083,56.46600532531738
1028,WY,13,38.393157958984375,61.60684013366699
1029,NE,91,39.92248249053955,60.077518463134766
1030,CO,103,39.026095390319824,60.97390556335449
1031,IA,147,37.03463935852051,62.965362548828125
1032,VA,770,47.57592964172363,52.424068450927734
1033,MO,127,46.208937644958496,53.79106330871582
1034,NE,41,37.57697343826294,62.42302703857422
1035,SD,63,40.2567081451416,59.74328804016113
1036,TX,267,46.92028999328613,53.07971000671387
1037,MN,61,36.57538843154907,63.42461013793945
1038,FL,101,44.10937213897705,55.890628814697266
1039,OH,99,46.07309532165527,53.926902770996094
1040,NY,101,44.250977516174316,55.74902153015137
1041,TN,9,45.94303894042969,54.056962966918945
1042,NE,171,25.058005332946777,74.9419937133789
1043,PR,59,54.37128448486328,45.628713607788086
1044,AR,115,48.98989677429199,51.010101318359375
1045,SD,87,45.54945182800293,54.45054817199707
1046,NE,81,33.894041538238525,66.10595893859863
1047,CO,85,43.36104965209961,56.63895034790039
1048,KS,87,45.014606952667236,54.98539352416992
1049,DE,1,45.34519672393799,54.654802322387695
1050,CA,63,29.398418426513672,70.6015796661377
1051,ND,89,40.43532180786133,59.564680099487305
1052,MT,5,38.30402374267578,61.69597816467285
1053,VA,113,46.40049743652344,53.599504470825195
1054,TN,163,46.66377258300781,53.336225509643555
1055,FL,5,38.553226470947266,61.4467716217041
1056,CO,3,40.97721195220947,59.02278709411621
1057,NY,123,48.283738136291504,51.71626091003418
1058,LA,17,44.57461166381836,55.42538833618164
1059,NE,139,38.768413066864014,61.23158836364746
1060,MT,45,31.97831916809082,68.02168083190918
1061,FL,127,40.732229232788086,59.26777267456055
1062,TX,347,45.13911056518555,54.86088943481445
1063,NY,19,48.27198886871338,51.72801208496094
1064,MI,43,38.48751163482666,61.512489318847656
1065,PR,41,54.0125675201416,45.9874324798584
1066,MN,67,36.19859313964844,63.80140686035156
1067,AL,97,46.23635196685791,53.76364707946777
1068,MN,157,39.07357311248779,60.92642784118652
1069,FL,69,42.10910701751709,57.890892028808594
1070,PR,153,58.92411804199219,41.07588195800781
1071,KY,59,42.91639041900635,57.083608627319336
1072,OK,131,40.39711809158325,59.60288047790527
1073,GA,9,46.10435676574707,53.8956413269043
1074,IN,85,47.369614601135254,52.63038635253906
1075,PA,37,51.919429779052734,48.08056831359863
1076,NM,21,35.562310218811035,64.43769073486328
1077,TX,273,48.71614074707031,51.28385925292969
1078,NC,59,42.417179107666016,57.58282279968262
1079,KS,41,39.09543991088867,60.90456199645996
1080,KS,163,39.812978744506836,60.1870231628418
1081,PR,69,53.46944236755371,46.53055763244629
1082,IL,83,43.070220947265625,56.92978096008301
1083,MT,73,36.72962188720703,63.27037811279297
1084,NE,89,37.81645584106445,62.18354606628418
1085,VA,191,46.6189079284668,53.381093978881836
1086,NE,17,41.05710315704346,58.94289779663086
1087,VT,19,48.66720771789551,51.33279037475586
1088,GA,211,47.88669204711914,52.11330986022949
1089,IL,7,45.59439468383789,54.40560722351074
1090,SC,41,46.542829513549805,53.45717239379883
1091,OR,61,40.04862451553345,59.95137405395508
1092,AK,230,41.86489009857178,58.13511085510254
1093,SC,51,41.59885787963867,58.40114402770996
1094,WI,21,39.30686664581299,60.69313049316406
1095,MN,55,40.80167531967163,59.198326110839844
1096,ND,93,43.747833251953125,56.25216484069824
1097,GA,275,44.92648983001709,55.07351112365723
1098,OR,47,40.65578079223633,59.344221115112305
1099,ND,33,34.21250867843628,65.78749084472656
1100,ID,69,38.070653438568115,61.92934799194336
1101,SC,7,44.53505611419678,55.464942932128906
1102,NE,5,30.944625854492188,69.05537605285645
1103,SC,47,46.37530326843262,53.62469482421875
1104,VA,101,38.81139659881592,61.18860626220703
1105,WY,11,37.201233863830566,62.79876518249512
1106,PR,119,53.82030487060547,46.17969512939453
1107,UT,55,29.41822052001953,70.58177947998047
1108,IA,79,38.31366539001465,61.68633460998535
1109,KS,197,39.92858648300171,60.07141304016113
1110,TX,141,44.20321083068848,55.79678916931152
1111,PR,71,56.66421127319336,43.33578872680664
1112,VA,73,41.86054992675781,58.13945007324219
1113,KS,29,37.98344850540161,62.01655197143555
1114,CA,45,39.62303638458252,60.376962661743164
1115,GA,139,48.86337852478027,51.13662147521973
1116,OR,7,35.10873365402222,64.89126586914062
1117,TN,119,44.464412689208984,55.53558540344238
1118,MS,87,46.335625648498535,53.66437530517578
1119,NC,101,39.532877922058105,60.467124938964844
1120,PR,85,45.67450523376465,54.32549476623535
1121,MI,97,43.65879726409912,56.341203689575195
1122,PR,67,53.84029769897461,46.15970230102539
1123,NY,39,50.46879005432129,49.53120994567871
1124,KS,97,41.625,58.375
1125,TX,393,40.6028356552124,59.397165298461914
1126,PR,5,55.62467956542969,44.375322341918945
1127,KS,143,39.53374195098877,60.46625900268555
1128,GA,103,48.3538122177124,51.64618682861328
1129,OH,123,44.16805934906006,55.83194160461426
1130,PR,29,54.11034393310547,45.88965606689453
1131,NE,31,35.855589151382446,64.14441299438477
1132,GA,223,40.115543365478516,59.884456634521484
1133,IA,41,38.16692018508911,61.83308029174805
1134,NC,113,43.392394065856934,56.60760688781738
1135,CO,23,41.06628227233887,58.933719635009766
1136,WI,39,43.388131618499756,56.61186981201172
1137,PR,13,52.147756576538086,47.852243423461914
1138,OK,145,41.28475570678711,58.71524620056152
1139,FL,15,42.62511920928955,57.3748779296875
1140,ME,29,47.027774810791016,52.972225189208984
1141,AR,0,46.734185218811035,53.26581573486328
1142,WY,43,36.77243947982788,63.227561950683594
1143,KS,179,40.736666679382324,59.26333045959473
1144,MN,133,38.19251012802124,61.8074893951416
1145,NC,77,44.767961502075195,55.232038497924805
1146,IL,161,40.28401756286621,59.71598243713379
1147,NE,83,33.585859298706055,66.41414260864258
1148,WI,111,42.94710159301758,57.052900314331055
1149,NE,117,33.43108510971069,66.56891632080078
1150,NE,23,43.2725305557251,56.727468490600586
1151,IL,73,41.624614238739014,58.375383377075195
1152,KS,95,39.25838565826416,60.74161338806152
1153,NE,119,40.16985511779785,59.83014488220215
1154,KS,53,40.15117931365967,59.84882164001465
1155,MS,47,39.36870098114014,60.63129806518555
1156,NY,117,42.92885208129883,57.071149826049805
1157,CT,15,46.01187229156494,53.98812675476074
1158,UT,3,37.47898626327515,62.521013259887695
1159,MT,75,37.27999925613403,62.720001220703125
1160,MN,167,36.9921441078186,63.00785446166992
1161,NC,11,45.27006816864014,54.72993278503418
1162,KS,31,39.77891159057617,60.22109031677246
1163,TX,77,43.91555309295654,56.08444786071777
1164,TX,295,47.27184867858887,52.72815132141113
1165,NY,95,45.55689716339111,54.4431037902832
1166,IL,115,43.0462760925293,56.953725814819336
1167,NC,133,36.979949951171875,63.020050048828125
1168,TX,503,45.577247619628906,54.422752380371094
1169,CO,55,34.319302558898926,65.68069648742676
1170,KS,167,34.49263525009155,65.50736236572266
1171,NY,89,47.458879470825195,52.54111862182617
1172,KS,191,41.60836744308472,58.39163017272949
1173,PA,79,48.53309917449951,51.46689796447754
1174,MI,5,45.63947010040283,54.360530853271484
1175,NY,15,44.732937812805176,55.26706314086914
1176,IA,193,44.0619421005249,55.93806076049805
1177,WY,17,30.929959774017334,69.07003974914551
1178,WY,25,35.75750970840454,64.24248886108398
1179,WI,105,42.8871488571167,57.11285209655762
1180,OH,151,45.98075866699219,54.01923942565918
1181,NE,129,38.7908501625061,61.209150314331055
1182,VA,31,44.70897388458252,55.291025161743164
1183,TN,11,45.19179439544678,54.808204650878906
1184,GA,237,49.15774440765381,50.84225654602051
1185,ND,1,43.44870185852051,56.55129814147949
1186,MD,23,52.535759925842285,47.4642391204834
1187,OR,15,36.08825635910034,63.9117431640625
1188,LA,125,51.66388130187988,48.33611869812012
1189,SD,89,49.366323471069336,50.63367462158203
1190,SD,107,44.02476644515991,55.97523307800293
1191,KY,217,49.66934585571289,50.33065414428711
1192,PA,81,47.276344299316406,52.72365760803223
1193,GA,157,46.75286388397217,53.247135162353516
1194,CO,17,33.184855937957764,66.81514549255371
1195,SD,5,49.32443332672119,50.67556571960449
1196,MO,27,47.27949523925781,52.72050476074219
1197,KS,69,44.18418884277344,55.81580924987793
1198,PR,91,55.11709403991699,44.88290596008301
1199,IA,27,39.75028991699219,60.24971008300781
