,CountyNo,STATE,HHI,FractionOfForeigners,MedianIncome,PovertyRate,Movers,Gini,"Percent of adults with less than a high school diploma, 2016-20","Percent of adults with a high school diploma only, 2016-20","Percent of adults completing some college or associate's degree, 2016-20",Percent of adults with a bachelor's degree or higher 2016-20,BelowUni,AboveUni,Rural_Urbanization,PopulationDevelopment
791,7,IA,0.8695778173644995,0.005927730410069021,24510.0,0.1952902963865205,5.199999999999999,0.4936,9.523271560668945,34.952552795410156,37.12155532836914,18.402620315551758,44.4758243560791,55.5241756439209,9.0,-461
792,9,IA,0.9743668102403132,0.004055299539170507,29640.0,0.11078341013824884,5.0,0.3861,10.019940376281738,35.19441604614258,35.99202346801758,18.79361915588379,45.214356422424316,54.78564262390137,7.0,-623
793,11,IA,0.9138130082197063,0.00782154116285566,35665.0,0.08787262061534779,5.3,0.3922,5.290409564971924,38.25416564941406,36.01980972290039,20.43561553955078,43.544575214385986,56.45542526245117,2.0,-431
794,13,IA,0.6664769844240196,0.07234550619622052,28926.0,0.15817859936596812,6.7,0.4658,8.197444915771484,29.891368865966797,32.709800720214844,29.201385498046875,38.08881378173828,61.91118621826172,2.0,138
795,15,IA,0.5122071534092658,0.017876658860265418,34435.0,0.07252146760343482,5.199999999999999,0.4074,5.837890148162842,32.475608825683594,36.24959945678711,25.43690299987793,38.313498973846436,61.68650245666504,5.0,-72
796,17,IA,0.6164921801788318,0.017853478350092346,35202.0,0.06849989739380259,7.6000000000000005,0.3753,3.6094961166381836,31.050146102905273,32.3280029296875,33.01235580444336,34.65964221954346,65.34035873413086,2.0,786
797,19,IA,0.9182078129306346,0.007090146143828679,32405.0,0.07258959147253172,5.9,0.4436,6.068808555603027,36.34162139892578,35.501102447509766,22.088468551635742,42.41042995452881,57.58957099914551,6.0,217
798,21,IA,0.3069356235309217,0.2707018673535093,28448.0,0.13206696716033484,5.8,0.4013,22.146467208862305,30.09545135498047,26.959171295166016,20.798908233642578,52.24191856384277,47.758079528808594,8.0,-640
799,23,IA,0.7052532357551664,0.012806905823250548,31346.0,0.10967239793391353,4.3999999999999995,0.4153,6.467613220214844,37.016143798828125,38.35829544067383,18.15794563293457,43.48375701904297,56.5162410736084,7.0,-428
800,25,IA,0.8752763055496583,0.016739524469559654,28525.0,0.10640793261541742,9.999999999999998,0.4309,6.081567764282227,38.04582977294922,36.172359466552734,19.700244903564453,44.127397537231445,55.87260437011719,10.0,-2
801,27,IA,0.8357023666659185,0.021037006705225982,31930.0,0.07334800634693146,4.7,0.4214,6.7000579833984375,33.05023193359375,36.824913024902344,23.42479705810547,39.75028991699219,60.24971008300781,11.0,-651
802,29,IA,0.6060112355852992,0.012915419751141912,29864.0,0.11017483068199717,5.1000000000000005,0.4454,11.133776664733887,32.349151611328125,33.519432067871094,22.997638702392578,43.48292827606201,56.51707077026367,6.0,-1120
803,31,IA,0.8895240229869026,0.016396185377279573,34629.0,0.07339244883163237,4.300000000000001,0.3704,4.6052632331848145,39.38953399658203,34.96022033691406,21.044981002807617,43.994797229766846,56.00520133972168,6.0,128
804,33,IA,0.522769474750215,0.022975399097481683,31479.0,0.09663253918191081,5.7,0.4384,6.811408996582031,33.60186004638672,36.38864517211914,23.198087692260742,40.41326904296875,59.58673286437988,8.0,-1701
805,35,IA,0.8988192430701818,0.013709898546750754,31584.0,0.11589434238186637,6.0,0.4284,7.666015625,36.1572265625,33.4716796875,22.705078125,43.8232421875,56.1767578125,6.0,-837
806,37,IA,0.9002855682158815,0.02072002072002072,33024.0,0.07752741086074419,5.3,0.4006,6.391526699066162,44.679813385009766,31.129777908325195,17.798879623413086,51.07134008407593,48.92865753173828,6.0,-506
807,39,IA,0.7230039366596401,0.07659027128157156,29507.0,0.17832086061739943,6.4,0.4422,14.524181365966797,40.28081130981445,29.297971725463867,15.897035598754883,54.80499267578125,45.19500732421875,6.0,109
808,41,IA,0.8757198942402591,0.02111004170676933,29359.0,0.10067372473532242,9.700000000000001,0.4266,5.406609058380127,32.760311126708984,37.94424057006836,23.888839721679688,38.16692018508911,61.83308029174805,8.0,-651
809,43,IA,0.887998371291063,0.026455651352308963,29890.0,0.12300696822959727,5.0,0.4017,9.818612098693848,44.613563537597656,28.509464263916016,17.058359146118164,54.432175636291504,45.56782341003418,7.0,-580
810,45,IA,0.8271152764425016,0.015602369980250165,30027.0,0.13443054641211324,4.7,0.43,9.599217414855957,37.16792678833008,33.94576644897461,19.287090301513672,46.767144203186035,53.23285675048828,5.0,-2687
811,47,IA,0.33055300278351274,0.22461292432943228,30450.0,0.22759322526713674,3.6,0.5001,18.188459396362305,38.933528900146484,27.739225387573242,15.138787269592285,57.12198829650879,42.87801265716553,11.0,-276
812,49,IA,0.6308416345839383,0.09529833697708123,47228.0,0.0565599744528237,11.1,0.4312,4.458038806915283,18.356035232543945,26.721195220947266,50.46472930908203,22.81407403945923,77.1859245300293,2.0,27318
813,51,IA,0.8787507514766725,0.014921946740128558,32169.0,0.10571625344352617,3.1999999999999997,0.4049,17.92133903503418,31.126535415649414,32.30112075805664,18.651004791259766,49.047874450683594,50.952125549316406,8.0,247
814,53,IA,0.885467849699952,0.024562320355369743,24381.0,0.1454141625293964,11.0,0.4305,10.196483612060547,37.84901809692383,25.439502716064453,26.514995574951172,48.045501708984375,51.954498291015625,12.0,-587
815,55,IA,0.9262634549066486,0.007489746180823872,32782.0,0.08702371752957261,2.6,0.4505,9.107885360717773,43.001441955566406,30.46430778503418,17.42636489868164,52.10932731628418,47.89067268371582,6.0,-753
816,57,IA,0.7856045610761818,0.01978794877178249,30230.0,0.14589019525509134,5.3999999999999995,0.4669,7.772304534912109,33.16183090209961,39.23006820678711,19.835796356201172,40.93413543701172,59.06586456298828,8.0,-1358
817,59,IA,0.8970639671883919,0.019420946026450614,34114.0,0.07559871321339211,6.0,0.4313,4.087830066680908,26.325624465942383,37.36665725708008,32.219886779785156,30.41345453262329,69.58654403686523,8.0,591
818,61,IA,0.5748816122914528,0.028561939554965127,33128.0,0.09766340622020334,5.1000000000000005,0.4554,6.728734016418457,32.70192337036133,29.195680618286133,31.373661041259766,39.430657386779785,60.5693416595459,2.0,3658
819,63,IA,0.7439494488280247,0.05884377150722643,28787.0,0.09268180775407203,8.9,0.4191,9.185254096984863,33.08550262451172,39.09541702270508,18.63382911682129,42.27075672149658,57.72924613952637,9.0,-1094
820,65,IA,0.8843853899352355,0.013008812421317666,26844.0,0.11786613512379354,5.3999999999999995,0.4512,8.373697280883789,41.413475036621094,31.946279525756836,18.266550064086914,49.78717231750488,50.21282958984375,6.0,-1230
821,67,IA,0.7397662742037456,0.03779517024550137,30145.0,0.1268981202756037,4.5,0.4435,8.045555114746094,37.25202178955078,35.1120491027832,19.590373992919922,45.297576904296875,54.702423095703125,9.0,-661
822,69,IA,0.7713940171048687,0.042609431169380416,31116.0,0.15605836329033623,3.0000000000000004,0.4506,9.6083402633667,35.68610763549805,36.08058547973633,18.62496566772461,45.294447898864746,54.70555114746094,9.0,-610
823,71,IA,0.8588537143101609,0.017439260694589356,31702.0,0.07959457445222835,4.800000000000001,0.4083,6.044836044311523,34.80784606933594,40.31224822998047,18.835067749023438,40.85268211364746,59.147315979003906,6.0,-481
824,73,IA,0.8836571846286937,0.02005994927369149,30465.0,0.09153792944431635,9.600000000000001,0.4036,6.643412113189697,38.306644439697266,35.29411697387695,19.755826950073242,44.95005655288696,55.049943923950195,6.0,-448
825,75,IA,0.9394744836113003,0.013626483865574319,36959.0,0.050827620799197455,5.3,0.4106,4.906054496765137,31.66318702697754,36.22129440307617,27.20946502685547,36.569241523742676,63.43075942993164,2.0,-221
826,77,IA,0.894810814083508,0.014962355856285142,32879.0,0.09168016773086819,6.8,0.4397,6.163571834564209,37.00777053833008,36.783878326416016,20.04477882385254,43.17134237289429,56.828657150268555,2.0,-265
827,79,IA,0.6146817569286216,0.04505463317723854,34196.0,0.07563502199517526,4.4,0.4072,6.357061386108398,31.95660400390625,37.64750671386719,24.038827896118164,38.31366539001465,61.68633460998535,6.0,-900
828,81,IA,0.8245974307698062,0.01758093957152464,34308.0,0.10961667787491594,6.5,0.3929,7.070046901702881,36.68321990966797,34.174072265625,22.072660446166992,43.75326681137085,56.24673271179199,9.0,-711
829,83,IA,0.48061254336613324,0.027388847948906902,30565.0,0.09432571849668386,4.8,0.411,7.354774475097656,34.87908172607422,36.242000579833984,21.524141311645508,42.233856201171875,57.76614189147949,6.0,-688
830,85,IA,0.6502966397283791,0.004766375388170723,34683.0,0.0864447172672781,5.1,0.4216,7.335359573364258,39.0577507019043,34.47821807861328,19.128673553466797,46.393110275268555,53.60689163208008,2.0,-879
831,87,IA,0.7513393249303778,0.040523427606585054,28291.0,0.10115027437737442,9.2,0.397,7.454558849334717,36.242549896240234,33.7846794128418,22.518213272094727,43.69710874557495,56.30289268493652,6.0,-191
832,89,IA,0.9484192466371378,0.0142440556303275,31167.0,0.08535217586361597,6.699999999999999,0.3799,8.80191707611084,38.78594207763672,33.8498420715332,18.562299728393555,47.58785915374756,52.41214179992676,6.0,-408
833,91,IA,0.8604726561701557,0.022846523830345432,32069.0,0.13915609969392218,5.8999999999999995,0.4171,6.297910690307617,37.877647399902344,35.7432746887207,20.081167221069336,44.17555809020996,55.82444190979004,9.0,-257
834,93,IA,0.8913672041883092,0.014477611940298507,32944.0,0.11432835820895522,4.8,0.45,8.011049270629883,39.694007873535156,34.700382232666016,17.594560623168945,47.70505714416504,52.29494285583496,7.0,-229
835,95,IA,0.9125540565417746,0.01066447908121411,34630.0,0.08222376475042595,4.9,0.4241,5.5713019371032715,37.09477233886719,35.43844223022461,21.895483016967773,42.66607427597046,57.33392524719238,6.0,-171
836,97,IA,0.7171481778546813,0.010836240617401417,32074.0,0.11761285548155197,4.6,0.4149,6.9054274559021,41.3222541809082,32.11501693725586,19.657302856445312,48.2276816368103,51.77231979370117,6.0,-409
837,99,IA,0.8675089301628924,0.024706867671691793,32414.0,0.08863763260748185,6.4,0.403,6.189784526824951,41.168373107910156,33.48371124267578,19.15812873840332,47.35815763473511,52.6418399810791,5.0,343
838,101,IA,0.6922464147438802,0.15156749840051184,26739.0,0.14657709532949456,10.299999999999999,0.4955,7.741251468658447,25.768823623657227,29.995454788208008,36.494468688964844,33.510075092315674,66.48992347717285,8.0,1452
839,103,IA,0.48392505844025213,0.1323741772690653,30666.0,0.18570538252238283,11.600000000000001,0.4913,4.270259380340576,15.790888786315918,25.629396438598633,54.30945587158203,20.061148166656494,79.93885231018066,2.0,20258
840,105,IA,0.867775424608223,0.011385104902058268,32365.0,0.08889330814358158,5.6,0.4051,6.406515121459961,39.37563705444336,34.312862396240234,19.904987335205078,45.78215217590332,54.21784973144531,2.0,43
841,107,IA,0.9191572924436674,0.010244049412473637,29924.0,0.12322988852063875,7.199999999999999,0.4553,6.828379154205322,41.6432991027832,33.10431671142578,18.42400360107422,48.471678256988525,51.5283203125,7.0,-265
842,109,IA,0.873873804567135,0.017891816920943136,32915.0,0.11282940360610264,5.3,0.4168,6.388065338134766,36.635746002197266,38.75872802734375,18.21746253967285,43.02381134033203,56.9761905670166,11.0,-730
843,111,IA,0.8125914133618422,0.012482243781545622,27877.0,0.11678302656632514,3.5,0.4201,6.928521156311035,38.19792175292969,36.41405487060547,18.459501266479492,45.12644290924072,54.87355613708496,8.0,-2205
844,113,IA,0.5256385295868797,0.047811141061885394,35625.0,0.09527007354115205,5.5,0.4378,5.3944411277771,26.35090446472168,34.16501235961914,34.08964157104492,31.74534559249878,68.25465393066406,2.0,15480
845,115,IA,0.5914962293459184,0.104026508685611,31221.0,0.09870468922582588,4.7,0.431,15.731785774230957,37.79497146606445,29.56801986694336,16.905221939086914,53.52675724029541,46.47324180603027,7.0,-352
846,117,IA,0.9371782392659546,0.03046551303923958,31060.0,0.14611260053619302,6.9,0.4493,7.0102057456970215,42.395851135253906,34.01371765136719,16.580224990844727,49.40605688095093,50.593942642211914,6.0,-298
847,119,IA,0.5717158542014864,0.02073407446620787,34368.0,0.04490912299276513,2.6,0.3599,8.041912078857422,38.33660888671875,34.38113784790039,19.240341186523438,46.37852096557617,53.62147903442383,6.0,174
848,121,IA,0.887908577481264,0.008457994066780281,39247.0,0.056049990532096194,6.0,0.4245,4.4658966064453125,33.904727935791016,36.322628021240234,25.30674934387207,38.37062454223633,61.629377365112305,2.0,659
849,123,IA,0.7106803028939456,0.019940133548238544,27317.0,0.12576559981579552,5.3999999999999995,0.4326,8.253861427307129,40.77233123779297,29.71121597290039,21.262592315673828,49.0261926651001,50.97380828857422,8.0,-286
850,125,IA,0.6789574932440767,0.019374206926433723,33768.0,0.0698833214694686,7.8,0.4273,6.064182281494141,32.513275146484375,30.629568099975586,30.7929744720459,38.577457427978516,61.422542572021484,6.0,-56
851,127,IA,0.4164436147904181,0.14761544284632855,31370.0,0.12956385023001224,4.8,0.4047,14.77950382232666,33.961334228515625,30.451627731323242,20.80753517150879,48.740838050842285,51.25916290283203,5.0,-1279
852,129,IA,0.8144150706066174,0.014780002724424465,36862.0,0.0696771557008582,9.5,0.4131,6.431515216827393,32.86686325073242,34.67842483520508,26.023195266723633,39.298378467559814,60.70162010192871,2.0,50
853,131,IA,0.9012074611857264,0.011000675480073338,31704.0,0.06523207565376822,3.1999999999999997,0.4059,8.051840782165527,36.812355041503906,32.99324417114258,22.142560958862305,44.864195823669434,55.13580513000488,9.0,-190
854,133,IA,0.5000189725821044,0.00339618222274271,29830.0,0.12495608385056799,5.5,0.4256,7.459133625030518,39.26361083984375,37.597206115722656,15.68005084991455,46.72274446487427,53.27725696563721,6.0,-628
855,135,IA,0.9511161834529376,0.006871943967226114,34683.0,0.12898110215409012,6.0,0.4093,10.168862342834473,38.7641487121582,31.15605926513672,19.91092872619629,48.933011054992676,51.06698799133301,9.0,-263
856,137,IA,0.7443680273454791,0.006273398765557017,31071.0,0.1235454821410503,6.6,0.4853,8.160022735595703,34.64760208129883,37.39168167114258,19.80069351196289,42.80762481689453,57.19237518310547,6.0,-823
857,139,IA,0.45765491843491685,0.07438773174639506,32864.0,0.10048065918974594,3.1999999999999997,0.4228,10.927093505859375,34.89552307128906,32.347862243652344,21.82952117919922,45.82261657714844,54.17738342285156,5.0,-81
858,141,IA,0.8075033159305881,0.0298948005751911,31135.0,0.11011882237190646,8.3,0.4186,8.174644470214844,36.5597038269043,33.477115631103516,21.788532257080078,44.73434829711914,55.265647888183594,9.0,-645
859,143,IA,0.7699193784994491,0.051318350734383296,33462.0,0.12440276057334985,5.3,0.3767,11.850802421569824,36.28422927856445,36.85080337524414,15.014163970947266,48.13503170013428,51.864967346191406,9.0,-504
860,145,IA,0.5420036488469526,0.021675613236393287,28403.0,0.11469728884962968,8.7,0.4252,7.402434825897217,36.50196838378906,35.79484558105469,20.300752639770508,43.90440320968628,56.095598220825195,6.0,-825
861,147,IA,0.8488537499274703,0.020323325635103928,31108.0,0.05542725173210162,6.699999999999999,0.4015,7.283910751342773,29.750728607177734,38.18387985229492,24.781482696533203,37.03463935852051,62.965362548828125,9.0,-535
862,149,IA,0.751408176188905,0.037358238825883926,36754.0,0.07371581054036024,4.699999999999999,0.4034,6.402780055999756,34.56441116333008,36.76150131225586,22.27130889892578,40.967191219329834,59.03281021118164,2.0,191
863,151,IA,0.6733021589952245,0.03248762376237624,31945.0,0.1135519801980198,7.6,0.4103,10.419742584228516,36.553470611572266,37.08078384399414,15.946002960205078,46.97321319580078,53.02678680419922,10.0,-691
864,153,IA,0.5482850941950277,0.10128497751978213,37225.0,0.11110141586336436,5.6,0.4313,7.882776737213135,24.765317916870117,29.7854061126709,37.566497802734375,32.64809465408325,67.35190391540527,2.0,59521
865,155,IA,0.4916855501326811,0.04152311468396046,32099.0,0.10295210430318179,4.8999999999999995,0.4285,10.280344009399414,33.128177642822266,34.68809509277344,21.903383255004883,43.40852165222168,56.59147834777832,2.0,48
866,157,IA,0.8564695016837416,0.027159244264507422,30637.0,0.10014619883040936,8.6,0.4815,6.246872425079346,38.51543045043945,27.180984497070312,28.056713104248047,44.7623028755188,55.23769760131836,9.0,-410
867,159,IA,0.8606830400046604,0.010554635761589404,28097.0,0.09623344370860927,5.0,0.4189,6.648616313934326,38.658241271972656,35.07822036743164,19.61492156982422,45.30685758590698,54.69314193725586,12.0,-237
868,161,IA,0.9055649007373803,0.019334962286199936,32765.0,0.10241155848294911,5.1,0.4246,7.361695766448975,36.2857551574707,38.50733184814453,17.84521484375,43.64745092391968,56.35254669189453,10.0,-629
869,163,IA,0.46627832837493827,0.0459674458450618,34929.0,0.12049320768571778,4.8,0.4561,6.466544151306152,28.67742156982422,32.258697509765625,32.59733963012695,35.14396572113037,64.85603713989258,2.0,7719
870,165,IA,0.8652352509164819,0.023336909871244635,33226.0,0.08574749642346209,5.699999999999999,0.4471,8.318154335021973,34.99696350097656,35.604129791259766,21.080753326416016,43.315117835998535,56.68488311767578,6.0,-713
871,167,IA,0.5297811985144685,0.05778902224553392,31003.0,0.054271697880349266,5.0,0.3847,8.23563289642334,29.20430564880371,33.105899810791016,29.454160690307617,37.43993854522705,62.56006050109863,11.0,1151
872,169,IA,0.7105614735658969,0.10853906510276058,25190.0,0.196698335382035,14.1,0.4718,3.164691925048828,17.09748077392578,27.78995132446289,51.9478759765625,20.26217269897461,79.73782730102539,2.0,7575
873,171,IA,0.43899483103602094,0.05109765329295988,30458.0,0.12843805198082262,5.6,0.4316,8.680888175964355,41.097084045410156,34.601654052734375,15.62037467956543,49.77797222137451,50.222028732299805,6.0,-913
874,173,IA,0.7905827571527131,0.04536152796725784,30394.0,0.0723055934515689,5.699999999999999,0.4341,9.757818222045898,39.101810455322266,36.374324798583984,14.766047477722168,48.859628677368164,51.14037227630615,10.0,-196
875,175,IA,0.891663018240145,0.01755417436586595,27606.0,0.1149840416596674,5.5,0.4222,9.49958610534668,32.8049201965332,35.30107498168945,22.39441680908203,42.30450630187988,57.695491790771484,6.0,-293
876,177,IA,0.9452828738071747,0.015260581629714944,27413.0,0.13173049236970918,6.1,0.4665,10.727127075195312,37.33519744873047,35.51737976074219,16.42029571533203,48.06232452392578,51.93767547607422,10.0,-526
877,179,IA,0.5524323066989246,0.08757631065517024,27820.0,0.17669456856945057,5.4,0.4332,12.134588241577148,35.700008392333984,32.47688674926758,19.688514709472656,47.83459663391113,52.165401458740234,8.0,-656
878,181,IA,0.5186913816514732,0.016193595342066956,39858.0,0.06505741549409672,7.9,0.3937,4.093897819519043,31.546220779418945,33.05167770385742,31.308202743530273,35.64011859893799,64.3598804473877,2.0,5241
879,183,IA,0.7872212277301041,0.04636844636844637,33791.0,0.0834054834054834,5.6000000000000005,0.3694,8.383313179016113,39.690792083740234,29.95468521118164,21.97121238708496,48.07410526275635,51.9258975982666,2.0,261
880,185,IA,0.872070597792623,0.010353615801210577,30461.0,0.15689710098757567,5.6,0.4247,11.098319053649902,43.54133224487305,31.107528686523438,14.25282096862793,54.63965129852295,45.36034965515137,12.0,38
881,187,IA,0.7242221174226474,0.028672393484069296,28169.0,0.13617950412273394,7.7,0.4436,8.672098159790039,33.96741485595703,36.289207458496094,21.0712833404541,42.63951301574707,57.360490798950195,8.0,-2109
882,189,IA,0.7960214306827037,0.02305789213260762,30590.0,0.06679861454725383,7.300000000000001,0.403,6.130809307098389,34.341007232666016,36.431697845458984,23.09648323059082,40.471816539764404,59.528181076049805,9.0,-512
883,191,IA,0.849918426366708,0.02100667693888033,31163.0,0.08007190549563431,8.5,0.4213,3.9214205741882324,34.340763092041016,31.953153610229492,29.7846622467041,38.26218366622925,61.737815856933594,11.0,-1065
884,193,IA,0.8929087956666621,0.09787961770340625,31552.0,0.13184470012663846,4.6000000000000005,0.423,12.336737632751465,31.725204467773438,32.390377044677734,23.547683715820312,44.0619421005249,55.93806076049805,2.0,935
885,195,IA,0.9100871265303762,0.00769865273577124,32488.0,0.053478141325268076,4.3,0.397,6.644144058227539,38.3445930480957,36.78678512573242,18.22447395324707,44.98873710632324,55.01125907897949,8.0,-217
886,197,IA,0.7489401279476922,0.04046530951391774,30309.0,0.13377648525135022,6.1000000000000005,0.4161,7.294867515563965,38.46591567993164,37.89689254760742,16.342323303222656,45.760783195495605,54.23921585083008,9.0,-667
887,1,KS,0.7407631567444317,0.030842131515504197,25528.0,0.15113475766896667,7.1,0.3986,7.560661315917969,36.021568298339844,38.23701858520508,18.18075180053711,43.58222961425781,56.41777038574219,11.0,-1002
888,3,KS,0.8266160373079996,0.009486679662118259,26516.0,0.1437296946068876,10.0,0.4494,10.539308547973633,40.505126953125,30.307634353637695,18.647930145263672,51.04443550109863,48.95556449890137,4.0,-244
889,5,KS,0.797999388342386,0.018226694513005504,23508.0,0.1274602873235871,6.5,0.4077,7.275587558746338,42.09025573730469,29.839740753173828,20.794416427612305,49.365843296051025,50.63415718078613,3.0,-851
890,7,KS,0.6804829465497689,0.013711151736745886,29351.0,0.1999542961608775,5.0,0.4606,7.8089704513549805,34.301387786865234,37.3023567199707,20.5872859954834,42.110358238220215,57.8896427154541,12.0,-434
891,9,KS,0.42648311976164777,0.06296888451604969,27442.0,0.1429098511868159,4.9,0.4328,11.28435230255127,30.757150650024414,36.64610290527344,21.312395095825195,42.041502952575684,57.95849800109863,8.0,-1895
892,11,KS,0.8428946190128392,0.011084439423891555,25318.0,0.13717876306128213,4.8,0.4185,9.369817733764648,32.29684829711914,37.365257263183594,20.968076705932617,41.66666603088379,58.33333396911621,4.0,-639
893,13,KS,0.46895724527981697,0.00520501380922031,25684.0,0.14807733163373699,4.5,0.3959,7.181301116943359,38.56681442260742,35.10687255859375,19.145009994506836,45.74811553955078,54.251882553100586,6.0,-420
894,15,KS,0.45368091526259335,0.028652226607414774,32922.0,0.09273128437801051,6.8,0.4278,7.086900234222412,28.06603240966797,34.40586853027344,30.441200256347656,35.15293264389038,64.8470687866211,2.0,1031
895,17,KS,0.7436885076519354,0.025814138204924543,26204.0,0.06910246227164417,6.5,0.4789,6.14371919631958,29.237520217895508,37.52056884765625,27.098190307617188,35.38123941421509,64.61875915527344,10.0,-142
896,19,KS,0.5261886188950198,0.010251630941286114,21857.0,0.19229574401988195,2.2,0.4434,14.469320297241211,33.582088470458984,37.43781280517578,14.51077938079834,48.051408767700195,51.94859218597412,7.0,-419
897,21,KS,0.9161468249765877,0.00777676120768527,25254.0,0.13154416997051946,4.9,0.4163,11.709091186523438,32.807273864746094,35.5345458984375,19.9490909576416,44.51636505126953,55.4836368560791,6.0,-1664
898,23,KS,0.7373964981251476,0.039968341907400076,28233.0,0.13058963197467352,8.0,0.4487,6.740389823913574,30.17377471923828,37.0721435546875,26.013690948486328,36.914164543151855,63.08583450317383,12.0,-69
899,25,KS,0.8221788452785267,0.025179856115107913,30286.0,0.10123329907502569,5.2,0.4009,6.2805304527282715,23.65666389465332,39.637123107910156,30.42568016052246,29.937194347381592,70.06280326843262,10.0,-221
900,27,KS,0.7669833030140747,0.013731722822631914,29810.0,0.07043865225683407,7.0,0.4311,6.136044979095459,35.7117805480957,30.52243995666504,27.62973403930664,41.84782552719116,58.15217399597168,6.0,-533
901,29,KS,0.8368089362552328,0.015096547688706847,28663.0,0.10825043885313049,6.4,0.3989,5.911163806915283,32.07228469848633,38.01722717285156,23.999324798583984,37.98344850540161,62.01655197143555,9.0,-747
902,31,KS,0.8774864606892078,0.009062693978895097,31463.0,0.12079453755431409,7.9,0.4184,6.547618865966797,33.231292724609375,36.59864044189453,23.62244987487793,39.77891159057617,60.22109031677246,6.0,-422
903,33,KS,0.8980647263754936,0.009179575444635685,29447.0,0.08433734939759036,4.5,0.4024,3.7605526447296143,37.45203399658203,41.519569396972656,17.26784324645996,41.212586641311646,58.78741264343262,12.0,-191
904,35,KS,0.4736201658563321,0.036237079524407,28338.0,0.13293899743084184,6.699999999999999,0.4402,8.797995567321777,29.50373649597168,38.962554931640625,22.735713958740234,38.30173206329346,61.69826889038086,5.0,-1403
905,37,KS,0.7476621303099501,0.032930904387194135,24365.0,0.1945133124932629,9.2,0.4607,6.876778602600098,30.951875686645508,32.68487548828125,29.48647117614746,37.828654289245605,62.17134666442871,5.0,-316
906,39,KS,0.836611678475188,0.020682148040638608,28239.0,0.15275761973875182,11.0,0.4286,6.2707839012146,37.52968978881836,35.96199417114258,20.237529754638672,43.80047369003296,56.19952392578125,12.0,-134
907,41,KS,0.779148794580144,0.01897891231964484,29338.0,0.09977802441731409,6.2,0.4652,7.711767196655273,31.3836727142334,36.6193962097168,24.285165786743164,39.09543991088867,60.90456199645996,9.0,-1288
908,43,KS,0.7599917413420078,0.011201079622132253,25320.0,0.14318488529014844,10.299999999999999,0.4409,7.9513750076293945,33.69868469238281,37.88361740112305,20.46632194519043,41.65005970001221,58.34993934631348,2.0,-345
909,45,KS,0.5352547614257823,0.07517599806782299,27283.0,0.16600620801316743,11.600000000000001,0.4628,4.549365997314453,18.650283813476562,25.559677124023438,51.24067306518555,23.199649810791016,76.80035018920898,2.0,11433
910,47,KS,0.601627991197878,0.09678683385579938,30038.0,0.09992163009404388,1.6,0.3882,12.715930938720703,28.598848342895508,38.62763977050781,20.057580947875977,41.31477928161621,58.68522071838379,10.0,-239
911,49,KS,0.6745051330824658,0.006075334143377886,23410.0,0.16160388821385177,6.0,0.4314,11.55063247680664,39.609703063964844,31.329113006591797,17.510547637939453,51.160335540771484,48.83966064453125,7.0,-352
912,51,KS,0.5934730228620455,0.034269499417927826,27720.0,0.14158905704307334,7.8,0.4546,5.5686936378479,24.740991592407227,31.689189910888672,38.00112533569336,30.309685230255127,69.69031524658203,8.0,101
913,53,KS,0.6701146074216174,0.018921161825726143,28942.0,0.07369294605809129,7.1,0.382,8.292574882507324,31.858604431152344,36.127166748046875,23.721654891967773,40.15117931365967,59.84882164001465,9.0,-395
914,55,KS,0.4072945485639266,0.2757896983494593,31825.0,0.1590068298235629,4.6,0.3817,27.905359268188477,24.115055084228516,30.25284194946289,17.72674560546875,52.02041435241699,47.97958755493164,8.0,-309
915,57,KS,0.3227975670084682,0.32303415409054803,30133.0,0.15063542494042892,8.4,0.4112,26.0408935546875,25.516115188598633,31.422348022460938,17.020645141601562,51.55700874328613,48.4429931640625,8.0,-229
916,59,KS,0.8148934743056767,0.020156595061232685,30936.0,0.1080505922505521,5.9,0.4036,7.6543354988098145,37.441200256347656,34.78715515136719,20.117311477661133,45.09553575515747,54.90446662902832,3.0,-448
917,61,KS,0.7936816984334493,0.08510283676122538,30821.0,0.16017200573352444,16.7,0.3817,5.814664363861084,23.097448348999023,48.30173873901367,22.78614616394043,28.912112712860107,71.0878849029541,5.0,-2692
918,63,KS,0.9271966206339403,0.011209895632006184,30850.0,0.08504058755315037,4.4,0.4093,6.369426727294922,38.535030364990234,35.19108200073242,19.90445899963379,44.904457092285156,55.09554100036621,12.0,-59
919,65,KS,0.8326189124104992,0.00826787928896238,29098.0,0.12939231087226127,4.5,0.4206,9.25507926940918,32.279911041259766,32.16704177856445,26.2979679107666,41.534990310668945,58.465009689331055,12.0,-115
920,67,KS,0.5259485703666449,0.1888089005235602,35992.0,0.14839659685863874,4.2,0.4688,19.68036460876465,28.835617065429688,30.936073303222656,20.547945022583008,48.515981674194336,51.484018325805664,9.0,-679
921,69,KS,0.5307613160120401,0.11304185351270553,34106.0,0.05063527653213752,4.8999999999999995,0.379,21.559755325317383,22.624433517456055,32.366249084472656,23.449560165405273,44.18418884277344,55.81580924987793,10.0,-18
922,71,KS,0.4170763809350272,0.11186113789778207,30066.0,0.11186113789778207,2.0,0.3983,14.30555534362793,25.41666603088379,33.61111068725586,26.66666603088379,39.72222137451172,60.27777671813965,12.0,-15
