,STATE,CountyNo,year,Unemployment
66495,WA,45,2021,7.0
66511,WA,47,2015,6.7
66512,WA,47,2016,6.5
66513,WA,47,2017,6.7
66514,WA,47,2018,6.4
66515,WA,47,2019,6.8
66516,WA,47,2020,8.9
66517,WA,47,2021,6.6
66533,WA,49,2015,8.7
66534,WA,49,2016,7.9
66535,WA,49,2017,6.9
66536,WA,49,2018,6.9
66537,WA,49,2019,7.1
66538,WA,49,2020,11.0
66539,WA,49,2021,7.9
66555,WA,51,2015,9.4
66556,WA,51,2016,8.8
66557,WA,51,2017,7.3
66558,WA,51,2018,7.1
66559,WA,51,2019,8.1
66560,WA,51,2020,10.1
66561,WA,51,2021,7.6
66577,WA,53,2015,6.2
66578,WA,53,2016,5.9
66579,WA,53,2017,5.3
66580,WA,53,2018,5.1
66581,WA,53,2019,5.2
66582,WA,53,2020,9.5
66583,WA,53,2021,6.1
66599,WA,55,2015,4.7
66600,WA,55,2016,4.6
66601,WA,55,2017,3.9
66602,WA,55,2018,3.9
66603,WA,55,2019,3.9
66604,WA,55,2020,8.1
66605,WA,55,2021,5.0
66621,WA,57,2015,6.6
66622,WA,57,2016,6.4
66623,WA,57,2017,5.4
66624,WA,57,2018,5.2
66625,WA,57,2019,5.5
66626,WA,57,2020,9.6
66627,WA,57,2021,6.3
66643,WA,59,2015,7.2
66644,WA,59,2016,6.8
66645,WA,59,2017,6.0
66646,WA,59,2018,5.5
66647,WA,59,2019,5.5
66648,WA,59,2020,9.2
66649,WA,59,2021,6.4
66665,WA,61,2015,4.5
66666,WA,61,2016,4.2
66667,WA,61,2017,3.9
66668,WA,61,2018,3.6
66669,WA,61,2019,3.0
66670,WA,61,2020,8.8
66671,WA,61,2021,5.0
66687,WA,63,2015,6.3
66688,WA,63,2016,6.0
66689,WA,63,2017,5.3
66690,WA,63,2018,5.2
66691,WA,63,2019,5.3
66692,WA,63,2020,8.4
66693,WA,63,2021,5.4
66709,WA,65,2015,8.7
66710,WA,65,2016,8.1
66711,WA,65,2017,7.2
66712,WA,65,2018,7.1
66713,WA,65,2019,7.1
66714,WA,65,2020,9.0
66715,WA,65,2021,6.7
66731,WA,67,2015,5.8
66732,WA,67,2016,5.6
66733,WA,67,2017,4.9
66734,WA,67,2018,4.7
66735,WA,67,2019,4.9
66736,WA,67,2020,8.0
66737,WA,67,2021,5.2
66753,WA,69,2015,8.7
66754,WA,69,2016,8.5
66755,WA,69,2017,7.1
66756,WA,69,2018,6.6
66757,WA,69,2019,6.7
66758,WA,69,2020,8.7
66759,WA,69,2021,6.6
66775,WA,71,2015,5.7
66776,WA,71,2016,5.3
66777,WA,71,2017,4.9
66778,WA,71,2018,4.7
66779,WA,71,2019,5.0
66780,WA,71,2020,6.6
66781,WA,71,2021,4.6
66797,WA,73,2015,5.8
66798,WA,73,2016,5.7
66799,WA,73,2017,4.9
66800,WA,73,2018,4.7
66801,WA,73,2019,5.1
66802,WA,73,2020,9.1
66803,WA,73,2021,6.0
66819,WA,75,2015,4.7
66820,WA,75,2016,4.9
66821,WA,75,2017,4.3
66822,WA,75,2018,4.4
66823,WA,75,2019,4.4
66824,WA,75,2020,5.7
66825,WA,75,2021,4.5
66841,WA,77,2015,7.8
66842,WA,77,2016,7.4
66843,WA,77,2017,6.7
66844,WA,77,2018,6.3
66845,WA,77,2019,7.1
66846,WA,77,2020,9.4
66847,WA,77,2021,7.0
66885,WV,1,2015,7.2
66886,WV,1,2016,6.8
66887,WV,1,2017,5.8
66888,WV,1,2018,5.9
66889,WV,1,2019,6.0
66890,WV,1,2020,8.1
66891,WV,1,2021,5.3
66907,WV,3,2015,4.8
66908,WV,3,2016,4.0
66909,WV,3,2017,3.6
66910,WV,3,2018,4.0
66911,WV,3,2019,3.6
66912,WV,3,2020,6.1
66913,WV,3,2021,3.6
66929,WV,5,2015,9.5
66930,WV,5,2016,9.1
66931,WV,5,2017,6.4
66932,WV,5,2018,6.0
66933,WV,5,2019,5.5
66934,WV,5,2020,10.3
66935,WV,5,2021,6.1
66951,WV,7,2015,8.7
66952,WV,7,2016,8.8
66953,WV,7,2017,7.5
66954,WV,7,2018,7.0
66955,WV,7,2019,7.4
66956,WV,7,2020,10.1
66957,WV,7,2021,6.7
66973,WV,9,2015,7.1
66974,WV,9,2016,7.1
66975,WV,9,2017,6.1
66976,WV,9,2018,6.0
66977,WV,9,2019,5.2
66978,WV,9,2020,8.7
66979,WV,9,2021,6.1
66995,WV,11,2015,5.3
66996,WV,11,2016,4.8
66997,WV,11,2017,4.6
66998,WV,11,2018,4.7
66999,WV,11,2019,4.2
67000,WV,11,2020,7.8
67001,WV,11,2021,4.6
67017,WV,13,2015,12.2
67018,WV,13,2016,12.9
67019,WV,13,2017,10.8
67020,WV,13,2018,10.3
67021,WV,13,2019,13.0
67022,WV,13,2020,15.7
67023,WV,13,2021,10.3
67039,WV,15,2015,10.9
67040,WV,15,2016,10.4
67041,WV,15,2017,8.6
67042,WV,15,2018,8.3
67043,WV,15,2019,8.6
67044,WV,15,2020,12.3
67045,WV,15,2021,7.7
67061,WV,17,2015,5.4
67062,WV,17,2016,5.2
67063,WV,17,2017,4.3
67064,WV,17,2018,3.9
67065,WV,17,2019,4.5
67066,WV,17,2020,6.0
67067,WV,17,2021,4.1
67083,WV,19,2015,8.4
67084,WV,19,2016,7.9
67085,WV,19,2017,6.4
67086,WV,19,2018,6.3
67087,WV,19,2019,5.7
67088,WV,19,2020,9.8
67089,WV,19,2021,6.2
67105,WV,21,2015,7.6
67106,WV,21,2016,8.2
67107,WV,21,2017,7.2
67108,WV,21,2018,6.2
67109,WV,21,2019,6.8
67110,WV,21,2020,9.9
67111,WV,21,2021,6.9
67127,WV,23,2015,7.4
67128,WV,23,2016,5.9
67129,WV,23,2017,5.6
67130,WV,23,2018,5.6
67131,WV,23,2019,5.5
67132,WV,23,2020,6.3
67133,WV,23,2021,4.5
67149,WV,25,2015,6.4
67150,WV,25,2016,5.4
67151,WV,25,2017,4.9
67152,WV,25,2018,5.0
67153,WV,25,2019,4.7
67154,WV,25,2020,7.9
67155,WV,25,2021,4.5
67171,WV,27,2015,5.4
67172,WV,27,2016,4.4
67173,WV,27,2017,3.9
67174,WV,27,2018,4.2
67175,WV,27,2019,3.9
67176,WV,27,2020,5.4
67177,WV,27,2021,3.4
67193,WV,29,2015,7.6
67194,WV,29,2016,7.0
67195,WV,29,2017,6.1
67196,WV,29,2018,5.8
67197,WV,29,2019,5.2
67198,WV,29,2020,9.8
67199,WV,29,2021,6.3
67215,WV,31,2015,7.3
67216,WV,31,2016,5.7
67217,WV,31,2017,4.9
67218,WV,31,2018,5.4
67219,WV,31,2019,5.2
67220,WV,31,2020,7.0
67221,WV,31,2021,4.9
67237,WV,33,2015,6.2
67238,WV,33,2016,5.8
67239,WV,33,2017,4.8
67240,WV,33,2018,4.5
67241,WV,33,2019,4.5
67242,WV,33,2020,7.8
67243,WV,33,2021,4.7
67259,WV,35,2015,7.0
67260,WV,35,2016,6.5
67261,WV,35,2017,5.7
67262,WV,35,2018,3.9
67263,WV,35,2019,5.1
67264,WV,35,2020,8.5
67265,WV,35,2021,5.7
67281,WV,37,2015,4.0
67282,WV,37,2016,3.4
67283,WV,37,2017,3.1
67284,WV,37,2018,3.3
67285,WV,37,2019,3.1
67286,WV,37,2020,5.8
67287,WV,37,2021,3.1
67303,WV,39,2015,5.9
67304,WV,39,2016,5.5
67305,WV,39,2017,5.1
67306,WV,39,2018,5.1
67307,WV,39,2019,4.6
67308,WV,39,2020,8.6
67309,WV,39,2021,5.2
67325,WV,41,2015,8.0
67326,WV,41,2016,8.5
67327,WV,41,2017,6.6
67328,WV,41,2018,5.5
67329,WV,41,2019,6.2
67330,WV,41,2020,10.7
67331,WV,41,2021,7.0
67347,WV,43,2015,9.5
67348,WV,43,2016,8.5
67349,WV,43,2017,6.9
67350,WV,43,2018,6.8
67351,WV,43,2019,6.4
67352,WV,43,2020,9.9
67353,WV,43,2021,6.6
67369,WV,45,2015,11.0
67370,WV,45,2016,10.2
67371,WV,45,2017,7.5
67372,WV,45,2018,6.8
67373,WV,45,2019,5.9
67374,WV,45,2020,11.9
67375,WV,45,2021,6.6
67391,WV,47,2015,12.5
67392,WV,47,2016,12.2
67393,WV,47,2017,9.0
67394,WV,47,2018,9.3
67395,WV,47,2019,9.2
67396,WV,47,2020,12.2
67397,WV,47,2021,8.2
67413,WV,49,2015,6.7
67414,WV,49,2016,6.5
67415,WV,49,2017,5.3
67416,WV,49,2018,5.6
67417,WV,49,2019,5.1
67418,WV,49,2020,8.5
67419,WV,49,2021,5.2
67435,WV,51,2015,8.3
67436,WV,51,2016,8.0
67437,WV,51,2017,6.0
67438,WV,51,2018,5.7
67439,WV,51,2019,6.4
67440,WV,51,2020,9.7
67441,WV,51,2021,6.2
67457,WV,53,2015,8.3
67458,WV,53,2016,7.1
67459,WV,53,2017,6.7
67460,WV,53,2018,6.9
67461,WV,53,2019,6.0
67462,WV,53,2020,8.3
67463,WV,53,2021,5.5
67479,WV,55,2015,7.1
67480,WV,55,2016,6.7
67481,WV,55,2017,5.8
67482,WV,55,2018,6.2
67483,WV,55,2019,5.7
67484,WV,55,2020,9.1
67485,WV,55,2021,6.0
67501,WV,57,2015,7.2
67502,WV,57,2016,6.0
67503,WV,57,2017,5.3
67504,WV,57,2018,5.4
67505,WV,57,2019,5.7
67506,WV,57,2020,7.4
67507,WV,57,2021,4.7
67523,WV,59,2015,12.9
67524,WV,59,2016,12.6
67525,WV,59,2017,8.6
67526,WV,59,2018,7.5
67527,WV,59,2019,6.8
67528,WV,59,2020,14.0
67529,WV,59,2021,9.0
67545,WV,61,2015,4.6
67546,WV,61,2016,4.3
67547,WV,61,2017,3.7
67548,WV,61,2018,4.0
67549,WV,61,2019,3.6
67550,WV,61,2020,6.2
67551,WV,61,2021,3.9
67567,WV,63,2015,5.4
67568,WV,63,2016,4.6
67569,WV,63,2017,4.4
67570,WV,63,2018,4.8
67571,WV,63,2019,4.4
67572,WV,63,2020,6.9
67573,WV,63,2021,3.6
67589,WV,65,2015,5.4
67590,WV,65,2016,4.4
67591,WV,65,2017,4.0
67592,WV,65,2018,4.2
67593,WV,65,2019,3.9
67594,WV,65,2020,5.9
67595,WV,65,2021,3.5
67611,WV,67,2015,8.8
67612,WV,67,2016,8.8
67613,WV,67,2017,7.2
67614,WV,67,2018,6.4
67615,WV,67,2019,6.3
67616,WV,67,2020,10.3
67617,WV,67,2021,6.0
67633,WV,69,2015,5.5
67634,WV,69,2016,5.6
67635,WV,69,2017,4.7
67636,WV,69,2018,4.5
67637,WV,69,2019,4.5
67638,WV,69,2020,8.2
67639,WV,69,2021,5.1
67655,WV,71,2015,4.5
67656,WV,71,2016,3.9
67657,WV,71,2017,3.8
67658,WV,71,2018,3.7
67659,WV,71,2019,3.9
67660,WV,71,2020,4.8
67661,WV,71,2021,3.0
67677,WV,73,2015,8.3
67678,WV,73,2016,8.2
67679,WV,73,2017,7.1
67680,WV,73,2018,6.1
67681,WV,73,2019,6.9
67682,WV,73,2020,10.9
67683,WV,73,2021,7.2
67699,WV,75,2015,8.0
67700,WV,75,2016,6.7
67701,WV,75,2017,5.9
67702,WV,75,2018,6.1
67703,WV,75,2019,5.7
67704,WV,75,2020,9.0
67705,WV,75,2021,5.0
67721,WV,77,2015,6.1
67722,WV,77,2016,5.7
67723,WV,77,2017,5.0
67724,WV,77,2018,5.2
67725,WV,77,2019,4.6
67726,WV,77,2020,7.2
67727,WV,77,2021,4.5
67743,WV,79,2015,5.5
67744,WV,79,2016,4.9
67745,WV,79,2017,4.7
67746,WV,79,2018,4.8
67747,WV,79,2019,4.4
67748,WV,79,2020,7.2
67749,WV,79,2021,4.2
67765,WV,81,2015,7.2
67766,WV,81,2016,7.0
67767,WV,81,2017,5.4
67768,WV,81,2018,5.1
67769,WV,81,2019,4.7
67770,WV,81,2020,8.7
67771,WV,81,2021,5.2
67787,WV,83,2015,6.8
67788,WV,83,2016,6.0
67789,WV,83,2017,5.4
67790,WV,83,2018,5.4
67791,WV,83,2019,6.0
67792,WV,83,2020,9.0
67793,WV,83,2021,5.6
67809,WV,85,2015,6.8
67810,WV,85,2016,6.5
67811,WV,85,2017,5.5
67812,WV,85,2018,5.3
67813,WV,85,2019,5.7
67814,WV,85,2020,8.2
67815,WV,85,2021,5.6
67831,WV,87,2015,11.2
67832,WV,87,2016,10.3
67833,WV,87,2017,8.7
67834,WV,87,2018,7.7
67835,WV,87,2019,9.6
67836,WV,87,2020,12.1
67837,WV,87,2021,8.5
67853,WV,89,2015,6.9
67854,WV,89,2016,6.1
67855,WV,89,2017,5.9
67856,WV,89,2018,6.0
67857,WV,89,2019,5.5
67858,WV,89,2020,7.6
67859,WV,89,2021,4.7
67875,WV,91,2015,5.8
67876,WV,91,2016,5.6
67877,WV,91,2017,4.9
67878,WV,91,2018,4.8
67879,WV,91,2019,4.9
67880,WV,91,2020,7.2
67881,WV,91,2021,4.6
67897,WV,93,2015,6.0
67898,WV,93,2016,5.4
67899,WV,93,2017,5.2
67900,WV,93,2018,5.4
67901,WV,93,2019,5.2
67902,WV,93,2020,8.2
67903,WV,93,2021,5.4
67919,WV,95,2015,9.1
67920,WV,95,2016,8.9
67921,WV,95,2017,7.7
67922,WV,95,2018,7.2
67923,WV,95,2019,7.7
67924,WV,95,2020,10.5
67925,WV,95,2021,8.0
67941,WV,97,2015,7.8
67942,WV,97,2016,7.5
67943,WV,97,2017,6.2
67944,WV,97,2018,5.6
67945,WV,97,2019,6.0
67946,WV,97,2020,9.3
67947,WV,97,2021,6.2
67963,WV,99,2015,6.9
67964,WV,99,2016,6.6
67965,WV,99,2017,5.8
67966,WV,99,2018,5.9
67967,WV,99,2019,5.4
67968,WV,99,2020,8.2
67969,WV,99,2021,5.1
67985,WV,101,2015,7.4
67986,WV,101,2016,8.4
67987,WV,101,2017,6.3
67988,WV,101,2018,6.3
67989,WV,101,2019,6.3
67990,WV,101,2020,9.2
67991,WV,101,2021,6.2
68007,WV,103,2015,9.8
68008,WV,103,2016,9.2
68009,WV,103,2017,7.6
68010,WV,103,2018,7.1
68011,WV,103,2019,7.3
68012,WV,103,2020,9.8
68013,WV,103,2021,6.7
68029,WV,105,2015,10.1
68030,WV,105,2016,8.8
68031,WV,105,2017,7.9
68032,WV,105,2018,6.9
68033,WV,105,2019,7.9
68034,WV,105,2020,10.6
68035,WV,105,2021,7.6
68051,WV,107,2015,6.1
68052,WV,107,2016,5.7
68053,WV,107,2017,5.5
68054,WV,107,2018,5.4
68055,WV,107,2019,5.1
68056,WV,107,2020,8.6
68057,WV,107,2021,5.3
68073,WV,109,2015,9.4
68074,WV,109,2016,10.2
68075,WV,109,2017,7.1
68076,WV,109,2018,6.9
68077,WV,109,2019,7.0
68078,WV,109,2020,9.7
68079,WV,109,2021,5.8
68117,WI,1,2015,7.1
68118,WI,1,2016,5.9
68119,WI,1,2017,5.0
68120,WI,1,2018,4.7
68121,WI,1,2019,4.8
68122,WI,1,2020,9.6
68123,WI,1,2021,6.2
68139,WI,3,2015,6.1
68140,WI,3,2016,5.3
68141,WI,3,2017,4.5
68142,WI,3,2018,4.2
68143,WI,3,2019,4.6
68144,WI,3,2020,8.6
68145,WI,3,2021,5.0
68161,WI,5,2015,4.9
68162,WI,5,2016,4.4
68163,WI,5,2017,3.5
68164,WI,5,2018,3.3
68165,WI,5,2019,3.8
68166,WI,5,2020,6.1
68167,WI,5,2021,3.9
68183,WI,7,2015,8.1
68184,WI,7,2016,6.7
68185,WI,7,2017,5.1
68186,WI,7,2018,4.8
68187,WI,7,2019,5.3
68188,WI,7,2020,9.2
68189,WI,7,2021,5.7
68205,WI,9,2015,4.0
68206,WI,9,2016,3.5
68207,WI,9,2017,2.9
68208,WI,9,2018,2.7
68209,WI,9,2019,3.0
68210,WI,9,2020,6.1
68211,WI,9,2021,3.4
68227,WI,11,2015,4.8
68228,WI,11,2016,4.3
68229,WI,11,2017,3.7
68230,WI,11,2018,3.4
68231,WI,11,2019,3.9
68232,WI,11,2020,7.4
68233,WI,11,2021,4.2
68249,WI,13,2015,6.8
68250,WI,13,2016,5.8
68251,WI,13,2017,4.8
68252,WI,13,2018,4.6
68253,WI,13,2019,5.1
68254,WI,13,2020,9.1
68255,WI,13,2021,5.3
68271,WI,15,2015,3.5
68272,WI,15,2016,3.1
68273,WI,15,2017,2.8
68274,WI,15,2018,2.6
68275,WI,15,2019,2.7
68276,WI,15,2020,4.7
68277,WI,15,2021,2.8
68293,WI,17,2015,4.6
68294,WI,17,2016,4.1
68295,WI,17,2017,3.5
68296,WI,17,2018,3.3
68297,WI,17,2019,3.6
68298,WI,17,2020,6.3
68299,WI,17,2021,3.9
68315,WI,19,2015,4.3
68316,WI,19,2016,3.8
68317,WI,19,2017,3.0
68318,WI,19,2018,2.8
68319,WI,19,2019,3.1
68320,WI,19,2020,4.5
68321,WI,19,2021,3.2
68337,WI,21,2015,4.3
68338,WI,21,2016,3.5
68339,WI,21,2017,2.9
68340,WI,21,2018,2.7
68341,WI,21,2019,2.9
68342,WI,21,2020,6.0
68343,WI,21,2021,3.4
68359,WI,23,2015,5.7
68360,WI,23,2016,4.8
68361,WI,23,2017,4.1
68362,WI,23,2018,3.7
68363,WI,23,2019,4.0
68364,WI,23,2020,7.4
68365,WI,23,2021,4.4
68381,WI,25,2015,3.1
68382,WI,25,2016,2.8
68383,WI,25,2017,2.4
68384,WI,25,2018,2.2
68385,WI,25,2019,2.3
68386,WI,25,2020,4.8
68387,WI,25,2021,2.8
68403,WI,27,2015,4.3
68404,WI,27,2016,3.6
68405,WI,27,2017,2.9
68406,WI,27,2018,2.6
68407,WI,27,2019,2.9
68408,WI,27,2020,5.3
68409,WI,27,2021,3.2
68425,WI,29,2015,6.5
68426,WI,29,2016,4.8
68427,WI,29,2017,3.8
68428,WI,29,2018,3.5
68429,WI,29,2019,3.6
68430,WI,29,2020,6.8
68431,WI,29,2021,4.4
68447,WI,31,2015,4.8
68448,WI,31,2016,5.1
68449,WI,31,2017,4.4
68450,WI,31,2018,3.9
68451,WI,31,2019,4.0
68452,WI,31,2020,9.1
68453,WI,31,2021,4.4
68469,WI,33,2015,4.4
68470,WI,33,2016,4.0
68471,WI,33,2017,3.2
68472,WI,33,2018,3.0
68473,WI,33,2019,3.4
68474,WI,33,2020,5.6
68475,WI,33,2021,3.6
68491,WI,35,2015,3.7
68492,WI,35,2016,3.3
68493,WI,35,2017,2.9
68494,WI,35,2018,2.6
68495,WI,35,2019,2.9
68496,WI,35,2020,5.6
68497,WI,35,2021,3.2
68513,WI,37,2015,6.6
68514,WI,37,2016,5.8
68515,WI,37,2017,4.7
68516,WI,37,2018,3.8
68517,WI,37,2019,4.5
68518,WI,37,2020,8.0
68519,WI,37,2021,4.8
68535,WI,39,2015,4.0
68536,WI,39,2016,3.4
68537,WI,39,2017,2.8
68538,WI,39,2018,2.6
68539,WI,39,2019,2.8
68540,WI,39,2020,5.9
68541,WI,39,2021,3.2
68557,WI,41,2015,7.3
68558,WI,41,2016,6.1
68559,WI,41,2017,5.0
68560,WI,41,2018,4.8
68561,WI,41,2019,4.9
68562,WI,41,2020,12.6
68563,WI,41,2021,6.7
68579,WI,43,2015,4.3
68580,WI,43,2016,3.8
68581,WI,43,2017,3.1
68582,WI,43,2018,2.8
68583,WI,43,2019,3.1
68584,WI,43,2020,5.2
68585,WI,43,2021,3.0
68601,WI,45,2015,3.7
68602,WI,45,2016,3.2
68603,WI,45,2017,2.7
68604,WI,45,2018,2.6
68605,WI,45,2019,2.7
68606,WI,45,2020,4.9
68607,WI,45,2021,3.0
68623,WI,47,2015,5.3
68624,WI,47,2016,4.8
68625,WI,47,2017,3.7
68626,WI,47,2018,3.3
68627,WI,47,2019,3.7
68628,WI,47,2020,6.9
68629,WI,47,2021,4.3
68645,WI,49,2015,4.1
68646,WI,49,2016,3.4
68647,WI,49,2017,2.9
68648,WI,49,2018,2.6
68649,WI,49,2019,2.7
68650,WI,49,2020,6.2
68651,WI,49,2021,3.4
68667,WI,51,2015,8.6
68668,WI,51,2016,7.3
68669,WI,51,2017,6.1
68670,WI,51,2018,5.8
68671,WI,51,2019,5.8
68672,WI,51,2020,11.4
68673,WI,51,2021,6.4
68689,WI,53,2015,4.7
68690,WI,53,2016,4.3
68691,WI,53,2017,3.3
68692,WI,53,2018,3.1
68693,WI,53,2019,3.7
68694,WI,53,2020,9.3
68695,WI,53,2021,5.2
68711,WI,55,2015,4.1
68712,WI,55,2016,3.8
68713,WI,55,2017,3.2
68714,WI,55,2018,2.8
68715,WI,55,2019,3.0
68716,WI,55,2020,5.5
68717,WI,55,2021,3.3
68733,WI,57,2015,5.0
68734,WI,57,2016,4.3
68735,WI,57,2017,3.3
68736,WI,57,2018,3.0
68737,WI,57,2019,3.2
68738,WI,57,2020,7.2
68739,WI,57,2021,4.3
68755,WI,59,2015,5.0
68756,WI,59,2016,4.6
68757,WI,59,2017,3.8
68758,WI,59,2018,3.5
68759,WI,59,2019,3.8
68760,WI,59,2020,7.1
68761,WI,59,2021,4.3
68777,WI,61,2015,4.0
68778,WI,61,2016,3.6
68779,WI,61,2017,3.1
68780,WI,61,2018,2.9
68781,WI,61,2019,3.1
68782,WI,61,2020,4.6
68783,WI,61,2021,2.8
68799,WI,63,2015,3.8
68800,WI,63,2016,3.5
68801,WI,63,2017,2.9
68802,WI,63,2018,2.6
68803,WI,63,2019,2.8
68804,WI,63,2020,5.4
68805,WI,63,2021,3.0
68821,WI,65,2015,3.6
68822,WI,65,2016,3.1
68823,WI,65,2017,2.5
68824,WI,65,2018,2.3
68825,WI,65,2019,2.5
68826,WI,65,2020,4.3
68827,WI,65,2021,2.6
68843,WI,67,2015,5.9
68844,WI,67,2016,5.1
68845,WI,67,2017,4.2
68846,WI,67,2018,3.9
68847,WI,67,2019,4.0
68848,WI,67,2020,6.5
68849,WI,67,2021,4.5
68865,WI,69,2015,4.9
68866,WI,69,2016,4.3
68867,WI,69,2017,3.5
68868,WI,69,2018,3.1
68869,WI,69,2019,3.5
68870,WI,69,2020,5.9
68871,WI,69,2021,3.7
68887,WI,71,2015,4.9
68888,WI,71,2016,4.2
68889,WI,71,2017,3.5
68890,WI,71,2018,3.1
68891,WI,71,2019,3.2
68892,WI,71,2020,6.2
68893,WI,71,2021,3.4
68909,WI,73,2015,3.9
68910,WI,73,2016,3.5
68911,WI,73,2017,2.9
68912,WI,73,2018,2.6
68913,WI,73,2019,2.8
68914,WI,73,2020,5.0
68915,WI,73,2021,3.0
68931,WI,75,2015,5.7
68932,WI,75,2016,5.3
68933,WI,75,2017,4.4
68934,WI,75,2018,4.0
68935,WI,75,2019,4.4
68936,WI,75,2020,7.8
68937,WI,75,2021,4.4
68953,WI,77,2015,6.0
68954,WI,77,2016,5.0
68955,WI,77,2017,3.8
68956,WI,77,2018,3.5
68957,WI,77,2019,3.7
68958,WI,77,2020,6.7
68959,WI,77,2021,4.4
68975,WI,78,2015,9.4
68976,WI,78,2016,7.5
68977,WI,78,2017,5.9
68978,WI,78,2018,5.8
68979,WI,78,2019,7.8
68980,WI,78,2020,15.5
68981,WI,78,2021,8.6
68997,WI,79,2015,5.6
68998,WI,79,2016,4.9
68999,WI,79,2017,4.0
69000,WI,79,2018,3.6
69001,WI,79,2019,3.8
69002,WI,79,2020,8.3
69003,WI,79,2021,5.4
69019,WI,81,2015,4.4
69020,WI,81,2016,3.7
69021,WI,81,2017,2.9
69022,WI,81,2018,2.7
69023,WI,81,2019,2.9
69024,WI,81,2020,5.6
69025,WI,81,2021,3.2
69041,WI,83,2015,5.0
69042,WI,83,2016,4.3
69043,WI,83,2017,3.5
69044,WI,83,2018,3.3
69045,WI,83,2019,3.4
69046,WI,83,2020,6.3
69047,WI,83,2021,3.7
69063,WI,85,2015,5.6
69064,WI,85,2016,4.7
69065,WI,85,2017,3.8
69066,WI,85,2018,3.5
69067,WI,85,2019,4.1
69068,WI,85,2020,7.3
69069,WI,85,2021,4.3
69085,WI,87,2015,3.9
69086,WI,87,2016,3.5
69087,WI,87,2017,3.0
69088,WI,87,2018,2.8
69089,WI,87,2019,2.8
69090,WI,87,2020,5.5
69091,WI,87,2021,3.1
69107,WI,89,2015,3.6
69108,WI,89,2016,3.3
69109,WI,89,2017,2.7
69110,WI,89,2018,2.5
69111,WI,89,2019,2.7
69112,WI,89,2020,5.4
69113,WI,89,2021,3.1
69129,WI,91,2015,4.1
69130,WI,91,2016,3.7
69131,WI,91,2017,3.5
69132,WI,91,2018,3.2
69133,WI,91,2019,3.5
69134,WI,91,2020,5.9
69135,WI,91,2021,3.4
69151,WI,93,2015,3.8
69152,WI,93,2016,3.9
69153,WI,93,2017,3.3
69154,WI,93,2018,3.2
69155,WI,93,2019,3.2
69156,WI,93,2020,7.0
69157,WI,93,2021,3.4
69173,WI,95,2015,4.7
69174,WI,95,2016,4.5
69175,WI,95,2017,3.7
69176,WI,95,2018,3.7
69177,WI,95,2019,3.8
69178,WI,95,2020,7.2
69179,WI,95,2021,4.2
69195,WI,97,2015,4.5
69196,WI,97,2016,3.7
69197,WI,97,2017,3.0
69198,WI,97,2018,3.0
69199,WI,97,2019,3.1
69200,WI,97,2020,5.4
69201,WI,97,2021,3.5
69217,WI,99,2015,4.3
69218,WI,99,2016,4.2
69219,WI,99,2017,3.7
69220,WI,99,2018,3.7
69221,WI,99,2019,4.2
69222,WI,99,2020,6.8
69223,WI,99,2021,4.2
69239,WI,101,2015,5.5
69240,WI,101,2016,4.8
69241,WI,101,2017,4.0
69242,WI,101,2018,3.6
69243,WI,101,2019,3.9
69244,WI,101,2020,7.3
69245,WI,101,2021,4.7
69261,WI,103,2015,4.1
69262,WI,103,2016,3.7
69263,WI,103,2017,3.0
69264,WI,103,2018,2.6
69265,WI,103,2019,3.0
69266,WI,103,2020,5.1
69267,WI,103,2021,3.5
69283,WI,105,2015,5.1
69284,WI,105,2016,4.3
69285,WI,105,2017,3.7
69286,WI,105,2018,3.2
69287,WI,105,2019,3.5
69288,WI,105,2020,7.1
69289,WI,105,2021,4.4
69305,WI,107,2015,5.3
69306,WI,107,2016,5.0
69307,WI,107,2017,4.4
69308,WI,107,2018,3.9
69309,WI,107,2019,4.6
69310,WI,107,2020,6.7
69311,WI,107,2021,4.4
69327,WI,109,2015,3.7
69328,WI,109,2016,3.7
69329,WI,109,2017,3.1
69330,WI,109,2018,3.0
69331,WI,109,2019,3.2
69332,WI,109,2020,7.0
69333,WI,109,2021,3.4
69349,WI,111,2015,4.0
69350,WI,111,2016,3.5
69351,WI,111,2017,2.9
69352,WI,111,2018,2.5
69353,WI,111,2019,2.8
69354,WI,111,2020,7.5
69355,WI,111,2021,4.0
69371,WI,113,2015,7.7
69372,WI,113,2016,6.1
69373,WI,113,2017,4.6
69374,WI,113,2018,4.3
69375,WI,113,2019,4.5
69376,WI,113,2020,7.9
69377,WI,113,2021,5.1
69393,WI,115,2015,4.8
69394,WI,115,2016,4.0
69395,WI,115,2017,3.2
69396,WI,115,2018,3.0
69397,WI,115,2019,3.1
69398,WI,115,2020,6.4
69399,WI,115,2021,3.7
69415,WI,117,2015,3.7
69416,WI,117,2016,3.3
69417,WI,117,2017,2.8
69418,WI,117,2018,2.5
69419,WI,117,2019,2.6
69420,WI,117,2020,5.8
69421,WI,117,2021,3.1
69437,WI,119,2015,4.3
69438,WI,119,2016,4.0
69439,WI,119,2017,3.4
69440,WI,119,2018,3.1
69441,WI,119,2019,3.5
69442,WI,119,2020,4.9
69443,WI,119,2021,3.3
69459,WI,121,2015,3.8
69460,WI,121,2016,3.6
69461,WI,121,2017,3.0
69462,WI,121,2018,2.8
69463,WI,121,2019,3.4
69464,WI,121,2020,7.0
69465,WI,121,2021,3.7
